0,0.000000000,0.000000000,0.000000000,1243.085270214
1,-0.009723700,0.102448362,-0.011228790,852.905343691
2,-0.018915650,0.186123953,-0.022885118,589.701132833
3,-0.027634627,0.254522519,-0.034450448,411.371052267
4,-0.035929268,0.310478606,-0.045580768,289.979354999
5,-0.043840053,0.356292419,-0.056059997,206.926504438
6,-0.051400883,0.393832034,-0.065764654,149.786077627
7,-0.058640345,0.424615799,-0.074637220,110.226881226
8,-0.065582726,0.449878818,-0.082666175,82.643681122
9,-0.072248825,0.470626616,-0.089871152,63.251973412
10,-0.078656597,0.487678493,-0.096291987,49.487552911
11,-0.084821680,0.501702571,-0.101980743,39.606908924
12,-0.090757813,0.513244152,-0.106995975,32.420370528
13,-0.096477170,0.522748667,-0.111398684,27.113291086
14,-0.101990631,0.530580280,-0.115249528,23.125816724
15,-0.107308001,0.537036961,-0.118606968,20.071770961
16,-0.112438189,0.542362730,-0.121526101,17.683746256
17,-0.117389343,0.546757590,-0.124057984,15.775813445
18,-0.122168972,0.550385603,-0.126249318,14.218115040
19,-0.126784038,0.553381463,-0.128142375,12.919501309
20,-0.131241029,0.555855841,-0.129775090,11.815627268
21,-0.135546027,0.557899747,-0.131181270,10.860769337
22,-0.139704753,0.559588078,-0.132390862,10.022183370
23,-0.143722614,0.560982523,-0.133430261,9.276204169
24,-0.147604735,0.562133931,-0.134322629,8.605541731
25,-0.151355988,0.563084244,-0.135088213,7.997402118
26,-0.154981018,0.563868088,-0.135744655,7.442177999
27,-0.158484260,0.564514065,-0.136307283,6.932533730
28,-0.161869960,0.565045820,-0.136789378,6.462764297
29,-0.165142186,0.565482913,-0.137202422,6.028344823
30,-0.168304843,0.565841534,-0.137556322,5.625612932
31,-0.171361682,0.566135093,-0.137859611,5.251543962
32,-0.174316311,0.566374703,-0.138119624,4.903591202
33,-0.177172202,0.566569581,-0.138342658,4.579571757
34,-0.179932701,0.566727372,-0.138534114,4.277584518
35,-0.182601029,0.566854423,-0.138698615,3.995950765
36,-0.185180294,0.566956003,-0.138840116,3.733170784
37,-0.187673495,0.567036492,-0.138961997,3.487891839
38,-0.190083521,0.567099528,-0.139067144,3.258884228
39,-0.192413165,0.567148137,-0.139158021,3.045023129
40,-0.194665121,0.567184834,-0.139236725,2.845274598
41,-0.196841991,0.567211711,-0.139305045,2.658684584
